# snr	lpix	mpix	boxc_width	time	dm	iblk	rawsn	total_sample	obstime_sec	mjd	dm_pccm3	ra_deg	dec_deg
6.2	205	139	6	85	4	226	163	57941	800.9764	60381.275820871	17.855	51.61769	-54.59558
6.2	205	139	7	88	6	226	162	57944	801.0179	60381.275821351	26.783	51.61769	-54.59558
6.1	205	139	7	89	7	226	160	57945	801.0317	60381.275821511	31.246	51.61769	-54.59558
6.1	205	139	6	88	8	226	160	57944	801.0179	60381.275821351	35.710	51.61769	-54.59558
6.2	205	138	7	65	11	226	162	57921	800.6999	60381.275817671	49.101	51.61763	-54.59988
6.0	204	138	7	79	11	226	159	57935	800.8934	60381.275819911	49.101	51.62503	-54.59993
6.2	204	138	6	80	11	226	163	57936	800.9073	60381.275820071	49.101	51.62503	-54.59993
6.2	204	138	7	80	12	226	162	57936	800.9073	60381.275820071	53.565	51.62503	-54.59993
6.2	204	139	7	87	13	226	162	57943	801.0040	60381.275821191	58.029	51.62509	-54.59563
6.0	204	139	7	86	14	226	159	57942	800.9902	60381.275821031	62.493	51.62509	-54.59563
6.4	204	138	7	73	15	226	169	57929	800.8105	60381.275818951	66.956	51.62503	-54.59993
6.3	204	139	7	87	15	226	165	57943	801.0040	60381.275821191	66.956	51.62509	-54.59563
6.4	204	138	7	74	16	226	168	57930	800.8243	60381.275819111	71.420	51.62503	-54.59993
6.3	204	138	7	87	16	226	165	57943	801.0040	60381.275821191	71.420	51.62503	-54.59993
6.3	204	139	7	88	16	226	165	57944	801.0179	60381.275821351	71.420	51.62509	-54.59563
6.0	205	138	7	69	17	226	159	57925	800.7552	60381.275818311	75.884	51.61763	-54.59988
6.3	204	138	6	75	17	226	167	57931	800.8381	60381.275819271	75.884	51.62503	-54.59993
6.4	204	138	7	87	17	226	169	57943	801.0040	60381.275821191	75.884	51.62503	-54.59993
6.0	205	139	7	87	17	226	158	57943	801.0040	60381.275821191	75.884	51.61769	-54.59558
6.4	204	138	7	88	17	226	169	57944	801.0179	60381.275821351	75.884	51.62503	-54.59993
6.0	205	138	7	70	18	226	158	57926	800.7690	60381.275818471	80.348	51.61763	-54.59988
6.6	204	138	6	75	18	226	174	57931	800.8381	60381.275819271	80.348	51.62503	-54.59993
6.0	205	138	7	72	18	226	158	57928	800.7967	60381.275818791	80.348	51.61763	-54.59988
6.4	204	138	7	87	18	226	169	57943	801.0040	60381.275821191	80.348	51.62503	-54.59993
6.4	204	138	7	88	18	226	168	57944	801.0179	60381.275821351	80.348	51.62503	-54.59993
6.2	205	139	7	90	18	226	162	57946	801.0455	60381.275821671	80.348	51.61769	-54.59558
6.4	204	138	7	77	19	226	168	57933	800.8658	60381.275819591	84.811	51.62503	-54.59993
6.2	205	138	7	72	19	226	164	57928	800.7967	60381.275818791	84.811	51.61763	-54.59988
6.6	204	138	7	87	19	226	173	57943	801.0040	60381.275821191	84.811	51.62503	-54.59993
6.6	204	138	7	88	19	226	175	57944	801.0179	60381.275821351	84.811	51.62503	-54.59993
6.1	205	139	7	90	19	226	160	57946	801.0455	60381.275821671	84.811	51.61769	-54.59558
6.4	204	138	6	77	20	226	169	57933	800.8658	60381.275819591	89.275	51.62503	-54.59993
6.2	205	138	7	73	20	226	163	57929	800.8105	60381.275818951	89.275	51.61763	-54.59988
6.5	204	138	7	87	20	226	170	57943	801.0040	60381.275821191	89.275	51.62503	-54.59993
6.8	204	138	7	89	20	226	180	57945	801.0317	60381.275821511	89.275	51.62503	-54.59993
6.3	205	139	7	89	20	226	167	57945	801.0317	60381.275821511	89.275	51.61769	-54.59558
6.2	204	138	6	70	21	226	162	57926	800.7690	60381.275818471	93.739	51.62503	-54.59993
6.3	205	138	7	71	21	226	167	57927	800.7828	60381.275818631	93.739	51.61763	-54.59988
6.8	204	138	7	74	21	226	179	57930	800.8243	60381.275819111	93.739	51.62503	-54.59993
6.7	205	138	7	74	21	226	177	57930	800.8243	60381.275819111	93.739	51.61763	-54.59988
6.5	204	138	7	85	21	226	172	57941	800.9764	60381.275820871	93.739	51.62503	-54.59993
6.7	204	138	6	90	21	226	176	57946	801.0455	60381.275821671	93.739	51.62503	-54.59993
6.0	204	138	7	96	21	226	158	57952	801.1285	60381.275822632	93.739	51.62503	-54.59993
6.0	204	138	7	71	22	226	159	57927	800.7828	60381.275818631	98.203	51.62503	-54.59993
6.3	205	138	7	71	22	226	167	57927	800.7828	60381.275818631	98.203	51.61763	-54.59988
6.8	204	138	7	74	22	226	178	57930	800.8243	60381.275819111	98.203	51.62503	-54.59993
6.8	205	138	7	74	22	226	178	57930	800.8243	60381.275819111	98.203	51.61763	-54.59988
6.6	204	138	7	85	22	226	174	57941	800.9764	60381.275820871	98.203	51.62503	-54.59993
6.6	204	138	7	90	22	226	174	57946	801.0455	60381.275821671	98.203	51.62503	-54.59993
6.0	204	138	7	96	22	226	158	57952	801.1285	60381.275822632	98.203	51.62503	-54.59993
6.3	204	138	7	71	23	226	165	57927	800.7828	60381.275818631	102.666	51.62503	-54.59993
6.4	205	138	6	71	23	226	168	57927	800.7828	60381.275818631	102.666	51.61763	-54.59988
7.0	204	138	7	75	23	226	185	57931	800.8381	60381.275819271	102.666	51.62503	-54.59993
6.9	205	138	7	75	23	226	182	57931	800.8381	60381.275819271	102.666	51.61763	-54.59988
6.8	204	138	7	86	23	226	180	57942	800.9902	60381.275821031	102.666	51.62503	-54.59993
6.3	205	138	7	86	23	226	166	57942	800.9902	60381.275821031	102.666	51.61763	-54.59988
6.8	204	138	7	91	23	226	179	57947	801.0593	60381.275821831	102.666	51.62503	-54.59993
6.2	205	139	6	91	23	226	163	57947	801.0593	60381.275821831	102.666	51.61769	-54.59558
6.0	204	138	7	97	23	226	158	57953	801.1423	60381.275822791	102.666	51.62503	-54.59993
6.1	204	138	7	71	24	226	161	57927	800.7828	60381.275818631	107.130	51.62503	-54.59993
6.2	205	138	7	71	24	226	164	57927	800.7828	60381.275818631	107.130	51.61763	-54.59988
7.3	204	138	7	75	24	226	193	57931	800.8381	60381.275819271	107.130	51.62503	-54.59993
7.1	205	138	7	75	24	226	187	57931	800.8381	60381.275819271	107.130	51.61763	-54.59988
6.8	204	138	7	87	24	226	178	57943	801.0040	60381.275821191	107.130	51.62503	-54.59993
6.1	205	139	7	87	24	226	161	57943	801.0040	60381.275821191	107.130	51.61769	-54.59558
6.8	204	138	7	91	24	226	179	57947	801.0593	60381.275821831	107.130	51.62503	-54.59993
7.4	204	138	7	76	25	226	194	57932	800.8520	60381.275819431	111.594	51.62503	-54.59993
7.1	205	138	7	76	25	226	188	57932	800.8520	60381.275819431	111.594	51.61763	-54.59988
6.8	204	138	7	87	25	226	178	57943	801.0040	60381.275821191	111.594	51.62503	-54.59993
6.1	205	138	7	87	25	226	160	57943	801.0040	60381.275821191	111.594	51.61763	-54.59988
6.9	204	138	7	88	25	226	182	57944	801.0179	60381.275821351	111.594	51.62503	-54.59993
6.3	205	139	7	88	25	226	165	57944	801.0179	60381.275821351	111.594	51.61769	-54.59558
7.1	204	138	7	77	26	226	188	57933	800.8658	60381.275819591	116.058	51.62503	-54.59993
6.9	205	138	7	77	26	226	181	57933	800.8658	60381.275819591	116.058	51.61763	-54.59988
6.7	204	138	7	87	26	226	176	57943	801.0040	60381.275821191	116.058	51.62503	-54.59993
6.2	205	138	7	87	26	226	163	57943	801.0040	60381.275821191	116.058	51.61763	-54.59988
6.6	204	138	7	89	26	226	174	57945	801.0317	60381.275821511	116.058	51.62503	-54.59993
6.2	205	139	6	88	26	226	162	57944	801.0179	60381.275821351	116.058	51.61769	-54.59558
7.3	204	138	7	76	27	226	192	57932	800.8520	60381.275819431	120.521	51.62503	-54.59993
7.3	205	138	7	76	27	226	192	57932	800.8520	60381.275819431	120.521	51.61763	-54.59988
7.0	204	138	7	87	27	226	184	57943	801.0040	60381.275821191	120.521	51.62503	-54.59993
6.2	205	138	7	87	27	226	164	57943	801.0040	60381.275821191	120.521	51.61763	-54.59988
6.8	204	138	7	90	27	226	179	57946	801.0455	60381.275821671	120.521	51.62503	-54.59993
6.3	205	139	7	90	27	226	165	57946	801.0455	60381.275821671	120.521	51.61769	-54.59558
7.4	204	138	7	77	28	226	194	57933	800.8658	60381.275819591	124.985	51.62503	-54.59993
7.4	205	138	7	76	28	226	195	57932	800.8520	60381.275819431	124.985	51.61763	-54.59988
7.0	204	138	7	87	28	226	183	57943	801.0040	60381.275821191	124.985	51.62503	-54.59993
6.3	205	139	7	80	28	226	166	57936	800.9073	60381.275820071	124.985	51.61769	-54.59558
7.1	204	138	7	88	28	226	188	57944	801.0179	60381.275821351	124.985	51.62503	-54.59993
6.2	205	139	7	88	28	226	163	57944	801.0179	60381.275821351	124.985	51.61769	-54.59558
7.6	204	138	6	77	29	226	199	57933	800.8658	60381.275819591	129.449	51.62503	-54.59993
7.5	205	138	7	77	29	226	198	57933	800.8658	60381.275819591	129.449	51.61763	-54.59988
7.0	204	138	6	87	29	226	184	57943	801.0040	60381.275821191	129.449	51.62503	-54.59993
6.2	205	139	7	80	29	226	163	57936	800.9073	60381.275820071	129.449	51.61769	-54.59558
7.6	204	138	7	88	29	226	199	57944	801.0179	60381.275821351	129.449	51.62503	-54.59993
6.6	205	139	7	89	29	226	174	57945	801.0317	60381.275821511	129.449	51.61769	-54.59558
7.6	204	138	7	78	30	226	199	57934	800.8796	60381.275819751	133.913	51.62503	-54.59993
7.7	205	138	7	78	30	226	203	57934	800.8796	60381.275819751	133.913	51.61763	-54.59988
6.6	204	138	7	80	30	226	175	57936	800.9073	60381.275820071	133.913	51.62503	-54.59993
6.5	205	139	7	80	30	226	170	57936	800.9073	60381.275820071	133.913	51.61769	-54.59558
7.2	204	138	7	90	30	226	190	57946	801.0455	60381.275821671	133.913	51.62503	-54.59993
6.1	205	139	7	90	30	226	161	57946	801.0455	60381.275821671	133.913	51.61769	-54.59558
7.8	204	138	7	78	31	226	206	57934	800.8796	60381.275819751	138.376	51.62503	-54.59993
7.9	205	138	7	78	31	226	209	57934	800.8796	60381.275819751	138.376	51.61763	-54.59988
6.6	204	138	7	80	31	226	174	57936	800.9073	60381.275820071	138.376	51.62503	-54.59993
6.6	205	138	7	80	31	226	173	57936	800.9073	60381.275820071	138.376	51.61763	-54.59988
7.4	204	138	7	89	31	226	195	57945	801.0317	60381.275821511	138.376	51.62503	-54.59993
6.3	205	139	7	95	31	226	165	57951	801.1146	60381.275822471	138.376	51.61769	-54.59558
7.6	204	138	7	79	32	226	201	57935	800.8934	60381.275819911	142.840	51.62503	-54.59993
7.9	205	138	7	78	32	226	208	57934	800.8796	60381.275819751	142.840	51.61763	-54.59988
7.1	204	138	7	80	32	226	188	57936	800.9073	60381.275820071	142.840	51.62503	-54.59993
7.0	205	138	7	80	32	226	183	57936	800.9073	60381.275820071	142.840	51.61763	-54.59988
7.7	204	138	7	90	32	226	204	57946	801.0455	60381.275821671	142.840	51.62503	-54.59993
6.4	205	139	7	89	32	226	169	57945	801.0317	60381.275821511	142.840	51.61769	-54.59558
6.6	204	138	7	96	32	226	175	57952	801.1285	60381.275822632	142.840	51.62503	-54.59993
6.3	205	138	7	96	32	226	166	57952	801.1285	60381.275822632	142.840	51.61763	-54.59988
7.6	204	138	6	79	33	226	201	57935	800.8934	60381.275819911	147.304	51.62503	-54.59993
7.9	205	138	7	79	33	226	209	57935	800.8934	60381.275819911	147.304	51.61763	-54.59988
7.8	204	138	7	80	33	226	206	57936	800.9073	60381.275820071	147.304	51.62503	-54.59993
7.7	205	138	7	80	33	226	203	57936	800.9073	60381.275820071	147.304	51.61763	-54.59988
7.6	204	138	7	91	33	226	201	57947	801.0593	60381.275821831	147.304	51.62503	-54.59993
6.2	205	138	7	91	33	226	164	57947	801.0593	60381.275821831	147.304	51.61763	-54.59988
6.7	204	138	6	96	33	226	176	57952	801.1285	60381.275822632	147.304	51.62503	-54.59993
6.6	205	138	6	96	33	226	174	57952	801.1285	60381.275822632	147.304	51.61763	-54.59988
7.3	204	138	6	79	34	226	192	57935	800.8934	60381.275819911	151.768	51.62503	-54.59993
7.8	205	138	7	79	34	226	205	57935	800.8934	60381.275819911	151.768	51.61763	-54.59988
7.8	204	138	7	80	34	226	206	57936	800.9073	60381.275820071	151.768	51.62503	-54.59993
7.8	205	138	7	80	34	226	205	57936	800.9073	60381.275820071	151.768	51.61763	-54.59988
7.6	204	138	7	91	34	226	200	57947	801.0593	60381.275821831	151.768	51.62503	-54.59993
6.2	205	139	7	91	34	226	162	57947	801.0593	60381.275821831	151.768	51.61769	-54.59558
6.7	204	138	7	97	34	226	177	57953	801.1423	60381.275822791	151.768	51.62503	-54.59993
6.4	205	138	7	97	34	226	169	57953	801.1423	60381.275822791	151.768	51.61763	-54.59988
7.1	204	138	7	76	35	226	188	57932	800.8520	60381.275819431	156.231	51.62503	-54.59993
7.2	205	138	7	78	35	226	189	57934	800.8796	60381.275819751	156.231	51.61763	-54.59988
7.5	204	138	7	87	35	226	197	57943	801.0040	60381.275821191	156.231	51.62503	-54.59993
7.6	205	138	7	80	35	226	200	57936	800.9073	60381.275820071	156.231	51.61763	-54.59988
7.6	204	138	7	92	35	226	200	57948	801.0732	60381.275821991	156.231	51.62503	-54.59993
6.3	205	138	7	92	35	226	165	57948	801.0732	60381.275821991	156.231	51.61763	-54.59988
6.4	204	138	7	98	35	226	169	57954	801.1561	60381.275822951	156.231	51.62503	-54.59993
6.5	205	138	7	97	35	226	171	57953	801.1423	60381.275822791	156.231	51.61763	-54.59988
6.1	204	138	7	71	36	226	161	57927	800.7828	60381.275818631	160.695	51.62503	-54.59993
7.4	204	138	7	76	36	226	194	57932	800.8520	60381.275819431	160.695	51.62503	-54.59993
7.6	205	138	7	78	36	226	200	57934	800.8796	60381.275819751	160.695	51.61763	-54.59988
7.3	204	138	7	87	36	226	191	57943	801.0040	60381.275821191	160.695	51.62503	-54.59993
7.5	205	138	7	80	36	226	197	57936	800.9073	60381.275820071	160.695	51.61763	-54.59988
7.4	204	138	7	92	36	226	196	57948	801.0732	60381.275821991	160.695	51.62503	-54.59993
6.4	205	139	7	88	36	226	169	57944	801.0179	60381.275821351	160.695	51.61769	-54.59558
6.5	204	138	7	97	36	226	170	57953	801.1423	60381.275822791	160.695	51.62503	-54.59993
6.7	205	138	6	98	36	226	177	57954	801.1561	60381.275822951	160.695	51.61763	-54.59988
7.9	204	138	7	77	37	226	207	57933	800.8658	60381.275819591	165.159	51.62503	-54.59993
7.7	205	138	7	79	37	226	202	57935	800.8934	60381.275819911	165.159	51.61763	-54.59988
7.5	204	138	7	87	37	226	198	57943	801.0040	60381.275821191	165.159	51.62503	-54.59993
7.6	205	139	7	87	37	226	199	57943	801.0040	60381.275821191	165.159	51.61769	-54.59558
7.6	204	138	6	88	37	226	201	57944	801.0179	60381.275821351	165.159	51.62503	-54.59993
7.1	205	139	7	88	37	226	188	57944	801.0179	60381.275821351	165.159	51.61769	-54.59558
6.3	204	138	7	97	37	226	167	57953	801.1423	60381.275822791	165.159	51.62503	-54.59993
6.5	205	138	6	97	37	226	170	57953	801.1423	60381.275822791	165.159	51.61763	-54.59988
7.7	204	138	7	77	38	226	203	57933	800.8658	60381.275819591	169.623	51.62503	-54.59993
7.7	205	138	6	78	38	226	204	57934	800.8796	60381.275819751	169.623	51.61763	-54.59988
7.7	204	139	7	87	38	226	202	57943	801.0040	60381.275821191	169.623	51.62509	-54.59563
7.4	205	138	7	80	38	226	196	57936	800.9073	60381.275820071	169.623	51.61763	-54.59988
7.8	204	138	7	91	38	226	205	57947	801.0593	60381.275821831	169.623	51.62503	-54.59993
7.5	205	139	7	88	38	226	197	57944	801.0179	60381.275821351	169.623	51.61769	-54.59558
6.6	204	138	7	98	38	226	174	57954	801.1561	60381.275822951	169.623	51.62503	-54.59993
6.7	205	138	7	98	38	226	176	57954	801.1561	60381.275822951	169.623	51.61763	-54.59988
7.6	204	138	7	78	39	226	199	57934	800.8796	60381.275819751	174.086	51.62503	-54.59993
7.6	205	138	7	78	39	226	200	57934	800.8796	60381.275819751	174.086	51.61763	-54.59988
7.2	204	139	6	87	39	226	189	57943	801.0040	60381.275821191	174.086	51.62509	-54.59563
7.4	205	138	7	80	39	226	196	57936	800.9073	60381.275820071	174.086	51.61763	-54.59988
7.8	204	139	7	88	39	226	205	57944	801.0179	60381.275821351	174.086	51.62509	-54.59563
7.8	205	139	7	88	39	226	206	57944	801.0179	60381.275821351	174.086	51.61769	-54.59558
6.7	204	138	7	98	39	226	176	57954	801.1561	60381.275822951	174.086	51.62503	-54.59993
6.7	205	138	7	98	39	226	177	57954	801.1561	60381.275822951	174.086	51.61763	-54.59988
7.9	204	138	7	79	40	226	207	57935	800.8934	60381.275819911	178.550	51.62503	-54.59993
8.1	205	138	7	79	40	226	212	57935	800.8934	60381.275819911	178.550	51.61763	-54.59988
7.4	204	138	7	80	40	226	196	57936	800.9073	60381.275820071	178.550	51.62503	-54.59993
7.8	205	138	7	80	40	226	205	57936	800.9073	60381.275820071	178.550	51.61763	-54.59988
7.7	204	138	7	88	40	226	203	57944	801.0179	60381.275821351	178.550	51.62503	-54.59993
7.7	205	139	7	89	40	226	202	57945	801.0317	60381.275821511	178.550	51.61769	-54.59558
6.5	204	138	7	98	40	226	171	57954	801.1561	60381.275822951	178.550	51.62503	-54.59993
6.7	205	138	7	99	40	226	177	57955	801.1699	60381.275823111	178.550	51.61763	-54.59988
8.1	204	138	7	77	41	226	213	57933	800.8658	60381.275819591	183.014	51.62503	-54.59993
8.0	205	138	7	79	41	226	211	57935	800.8934	60381.275819911	183.014	51.61763	-54.59988
7.7	204	138	7	80	41	226	203	57936	800.9073	60381.275820071	183.014	51.62503	-54.59993
8.4	205	138	7	80	41	226	221	57936	800.9073	60381.275820071	183.014	51.61763	-54.59988
8.0	204	138	7	88	41	226	210	57944	801.0179	60381.275821351	183.014	51.62503	-54.59993
7.7	205	139	6	89	41	226	202	57945	801.0317	60381.275821511	183.014	51.61769	-54.59558
6.8	204	138	7	98	41	226	178	57954	801.1561	60381.275822951	183.014	51.62503	-54.59993
6.5	205	138	7	98	41	226	170	57954	801.1561	60381.275822951	183.014	51.61763	-54.59988
8.2	204	138	7	78	42	226	216	57934	800.8796	60381.275819751	187.478	51.62503	-54.59993
7.7	205	138	6	79	42	226	204	57935	800.8934	60381.275819911	187.478	51.61763	-54.59988
8.1	204	138	7	81	42	226	212	57937	800.9211	60381.275820231	187.478	51.62503	-54.59993
8.4	205	138	7	81	42	226	220	57937	800.9211	60381.275820231	187.478	51.61763	-54.59988
6.1	206	139	7	84	42	226	160	57940	800.9626	60381.275820711	187.478	51.61030	-54.59554
6.0	203	138	7	94	42	226	158	57950	801.1008	60381.275822312	187.478	51.63243	-54.59998
8.0	204	138	7	94	42	226	211	57950	801.1008	60381.275822312	187.478	51.62503	-54.59993
7.7	205	139	5	89	42	226	203	57945	801.0317	60381.275821511	187.478	51.61769	-54.59558
6.6	204	138	7	100	42	226	173	57956	801.1837	60381.275823271	187.478	51.62503	-54.59993
6.5	205	138	7	100	42	226	170	57956	801.1837	60381.275823271	187.478	51.61763	-54.59988
8.4	204	138	7	79	43	226	221	57935	800.8934	60381.275819911	191.941	51.62503	-54.59993
8.1	205	138	7	77	43	226	214	57933	800.8658	60381.275819591	191.941	51.61763	-54.59988
7.8	204	138	7	81	43	226	206	57937	800.9211	60381.275820231	191.941	51.62503	-54.59993
8.5	205	138	7	81	43	226	223	57937	800.9211	60381.275820231	191.941	51.61763	-54.59988
6.2	206	139	7	81	43	226	163	57937	800.9211	60381.275820231	191.941	51.61030	-54.59554
6.4	203	138	7	95	43	226	169	57951	801.1146	60381.275822471	191.941	51.63243	-54.59998
8.4	204	138	6	90	43	226	221	57946	801.0455	60381.275821671	191.941	51.62503	-54.59993
7.9	205	139	6	90	43	226	208	57946	801.0455	60381.275821671	191.941	51.61769	-54.59558
7.2	204	138	7	96	43	226	189	57952	801.1285	60381.275822632	191.941	51.62503	-54.59993
6.8	205	138	7	100	43	226	178	57956	801.1837	60381.275823271	191.941	51.61763	-54.59988
6.3	203	138	7	77	44	226	165	57933	800.8658	60381.275819591	196.405	51.63243	-54.59998
8.9	204	138	7	77	44	226	233	57933	800.8658	60381.275819591	196.405	51.62503	-54.59993
8.2	205	138	7	77	44	226	215	57933	800.8658	60381.275819591	196.405	51.61763	-54.59988
8.1	204	138	7	80	44	226	212	57936	800.9073	60381.275820071	196.405	51.62503	-54.59993
8.4	205	138	7	82	44	226	222	57938	800.9349	60381.275820391	196.405	51.61763	-54.59988
6.3	206	139	7	82	44	226	166	57938	800.9349	60381.275820391	196.405	51.61030	-54.59554
8.4	204	138	6	91	44	226	220	57947	801.0593	60381.275821831	196.405	51.62503	-54.59993
8.2	205	139	7	89	44	226	215	57945	801.0317	60381.275821511	196.405	51.61769	-54.59558
7.4	204	138	7	96	44	226	194	57952	801.1285	60381.275822632	196.405	51.62503	-54.59993
6.2	205	138	7	102	44	226	162	57958	801.2114	60381.275823591	196.405	51.61763	-54.59988
8.7	204	138	7	78	45	226	229	57934	800.8796	60381.275819751	200.869	51.62503	-54.59993
8.4	205	138	7	78	45	226	221	57934	800.8796	60381.275819751	200.869	51.61763	-54.59988
8.4	204	138	6	80	45	226	220	57936	800.9073	60381.275820071	200.869	51.62503	-54.59993
8.4	205	138	7	82	45	226	222	57938	800.9349	60381.275820391	200.869	51.61763	-54.59988
6.3	206	139	7	83	45	226	166	57939	800.9487	60381.275820551	200.869	51.61030	-54.59554
6.1	203	138	7	91	45	226	161	57947	801.0593	60381.275821831	200.869	51.63243	-54.59998
8.5	204	138	7	91	45	226	225	57947	801.0593	60381.275821831	200.869	51.62503	-54.59993
7.7	205	138	7	89	45	226	204	57945	801.0317	60381.275821511	200.869	51.61763	-54.59988
6.1	203	138	7	96	45	226	161	57952	801.1285	60381.275822632	200.869	51.63243	-54.59998
7.9	204	138	7	96	45	226	209	57952	801.1285	60381.275822632	200.869	51.62503	-54.59993
6.8	205	139	7	96	45	226	179	57952	801.1285	60381.275822632	200.869	51.61769	-54.59558
6.0	203	138	7	77	46	226	158	57933	800.8658	60381.275819591	205.333	51.63243	-54.59998
8.8	204	138	7	77	46	226	231	57933	800.8658	60381.275819591	205.333	51.62503	-54.59993
8.3	205	138	7	78	46	226	219	57934	800.8796	60381.275819751	205.333	51.61763	-54.59988
8.4	204	138	7	80	46	226	220	57936	800.9073	60381.275820071	205.333	51.62503	-54.59993
8.6	205	138	7	82	46	226	227	57938	800.9349	60381.275820391	205.333	51.61763	-54.59988
6.3	206	139	7	82	46	226	167	57938	800.9349	60381.275820391	205.333	51.61030	-54.59554
6.1	203	138	7	94	46	226	160	57950	801.1008	60381.275822312	205.333	51.63243	-54.59998
8.4	204	138	7	92	46	226	222	57948	801.0732	60381.275821991	205.333	51.62503	-54.59993
7.8	205	139	7	92	46	226	206	57948	801.0732	60381.275821991	205.333	51.61769	-54.59558
6.1	203	138	7	96	46	226	161	57952	801.1285	60381.275822632	205.333	51.63243	-54.59998
7.7	204	138	7	96	46	226	202	57952	801.1285	60381.275822632	205.333	51.62503	-54.59993
6.6	205	139	7	96	46	226	174	57952	801.1285	60381.275822632	205.333	51.61769	-54.59558
6.0	203	138	6	77	47	226	159	57933	800.8658	60381.275819591	209.796	51.63243	-54.59998
8.8	204	138	7	79	47	226	231	57935	800.8934	60381.275819911	209.796	51.62503	-54.59993
8.3	205	138	7	79	47	226	219	57935	800.8934	60381.275819911	209.796	51.61763	-54.59988
8.3	204	138	7	80	47	226	218	57936	800.9073	60381.275820071	209.796	51.62503	-54.59993
8.4	205	138	7	84	47	226	220	57940	800.9626	60381.275820711	209.796	51.61763	-54.59988
6.3	206	139	7	86	47	226	167	57942	800.9902	60381.275821031	209.796	51.61030	-54.59554
8.7	204	138	7	93	47	226	230	57949	801.0870	60381.275822151	209.796	51.62503	-54.59993
8.0	205	139	7	93	47	226	211	57949	801.0870	60381.275822151	209.796	51.61769	-54.59558
7.6	204	138	7	96	47	226	201	57952	801.1285	60381.275822632	209.796	51.62503	-54.59993
6.8	205	139	7	96	47	226	179	57952	801.1285	60381.275822632	209.796	51.61769	-54.59558
6.2	203	138	7	78	48	226	162	57934	800.8796	60381.275819751	214.260	51.63243	-54.59998
8.9	204	138	7	78	48	226	235	57934	800.8796	60381.275819751	214.260	51.62503	-54.59993
8.3	205	138	7	78	48	226	219	57934	800.8796	60381.275819751	214.260	51.61763	-54.59988
6.1	203	138	7	80	48	226	160	57936	800.9073	60381.275820071	214.260	51.63243	-54.59998
9.0	204	138	7	80	48	226	236	57936	800.9073	60381.275820071	214.260	51.62503	-54.59993
8.6	205	138	6	81	48	226	226	57937	800.9211	60381.275820231	214.260	51.61763	-54.59988
6.3	206	139	7	85	48	226	166	57941	800.9764	60381.275820871	214.260	51.61030	-54.59554
6.3	203	138	7	95	48	226	167	57951	801.1146	60381.275822471	214.260	51.63243	-54.59998
9.1	204	138	7	93	48	226	240	57949	801.0870	60381.275822151	214.260	51.62503	-54.59993
8.2	205	139	7	93	48	226	215	57949	801.0870	60381.275822151	214.260	51.61769	-54.59558
7.8	204	138	7	96	48	226	205	57952	801.1285	60381.275822632	214.260	51.62503	-54.59993
7.2	205	139	7	96	48	226	190	57952	801.1285	60381.275822632	214.260	51.61769	-54.59558
6.0	204	138	7	104	48	226	158	57960	801.2390	60381.275823911	214.260	51.62503	-54.59993
8.5	204	138	7	78	49	226	223	57934	800.8796	60381.275819751	218.724	51.62503	-54.59993
7.8	205	138	7	79	49	226	206	57935	800.8934	60381.275819911	218.724	51.61763	-54.59988
6.0	203	138	7	81	49	226	159	57937	800.9211	60381.275820231	218.724	51.63243	-54.59998
9.2	204	138	7	81	49	226	241	57937	800.9211	60381.275820231	218.724	51.62503	-54.59993
8.7	205	138	7	81	49	226	229	57937	800.9211	60381.275820231	218.724	51.61763	-54.59988
6.5	206	139	7	87	49	226	172	57943	801.0040	60381.275821191	218.724	51.61030	-54.59554
6.2	203	138	7	93	49	226	163	57949	801.0870	60381.275822151	218.724	51.63243	-54.59998
9.0	204	138	7	94	49	226	236	57950	801.1008	60381.275822312	218.724	51.62503	-54.59993
8.1	205	139	7	94	49	226	213	57950	801.1008	60381.275822312	218.724	51.61769	-54.59558
6.1	206	139	7	88	49	226	161	57944	801.0179	60381.275821351	218.724	51.61030	-54.59554
6.1	203	138	7	96	49	226	160	57952	801.1285	60381.275822632	218.724	51.63243	-54.59998
8.1	204	138	7	96	49	226	213	57952	801.1285	60381.275822632	218.724	51.62503	-54.59993
7.2	205	139	7	96	49	226	190	57952	801.1285	60381.275822632	218.724	51.61769	-54.59558
6.0	204	138	7	104	49	226	159	57960	801.2390	60381.275823911	218.724	51.62503	-54.59993
6.0	205	138	7	104	49	226	159	57960	801.2390	60381.275823911	218.724	51.61763	-54.59988
6.0	203	138	7	79	50	226	158	57935	800.8934	60381.275819911	223.188	51.63243	-54.59998
8.7	204	138	7	79	50	226	229	57935	800.8934	60381.275819911	223.188	51.62503	-54.59993
8.2	205	138	7	79	50	226	215	57935	800.8934	60381.275819911	223.188	51.61763	-54.59988
6.1	203	138	7	80	50	226	161	57936	800.9073	60381.275820071	223.188	51.63243	-54.59998
9.0	204	138	7	81	50	226	236	57937	800.9211	60381.275820231	223.188	51.62503	-54.59993
8.8	205	138	7	82	50	226	231	57938	800.9349	60381.275820391	223.188	51.61763	-54.59988
7.0	206	139	6	86	50	226	184	57942	800.9902	60381.275821031	223.188	51.61030	-54.59554
6.4	203	138	7	95	50	226	169	57951	801.1146	60381.275822471	223.188	51.63243	-54.59998
9.1	204	138	7	95	50	226	239	57951	801.1146	60381.275822471	223.188	51.62503	-54.59993
8.5	205	138	7	91	50	226	223	57947	801.0593	60381.275821831	223.188	51.61763	-54.59988
